,First Name,Last Name,Bib,Gender Pos,Split Name,Time of Day,Distance,Hours,Minutes,Seconds,Milliseconds
5231,Erik,Andersson,123,M366,Table Mesa,Sat 7:14:34 PM,49.4 mi,12,44,34,608
5232,Erik,Andersson,123,M366,Doe Spring,Sat 9:36:58 PM,57.5 mi,15,06,58,599
5233,Erik,Andersson,123,M366,Finish,Sat 10:31:03 PM,62.2 mi,16,01,03,959
5234,Michael,Person,800,M367,Start,Sat 6:00:25 AM,0.0 mi,00,00,25,320
5235,Michael,Person,800,M367,Hidden Treasure,Sat 8:13:13 AM,12.8 mi,2,13,13,359
5236,Michael,Person,800,M367,Bumble Bee,Sat 9:24:50 AM,19.2 mi,3,24,50,989
5237,Michael,Person,800,M367,Gloriana Mine,Sat 10:37:36 AM,23.8 mi,4,37,36,380
5238,Michael,Person,800,M367,Deep Canyon Ranch,Sat 12:46:51 PM,32.2 mi,6,46,51,289
5239,Michael,Person,800,M367,Black Canyon City,Sat 2:25:04 PM,37.7 mi,8,25,04,560
5240,Michael,Person,800,M367,Cottonwood Gulch,Sat 5:01:01 PM,45.3 mi,11,01,01,750
5241,Michael,Person,800,M367,Table Mesa,Sat 6:22:27 PM,49.4 mi,12,22,27,889
5242,Michael,Person,800,M367,Doe Spring,Sat 9:03:29 PM,57.5 mi,15,03,29,800
5243,Michael,Person,800,M367,Finish,Sat 10:01:23 PM,62.2 mi,16,01,23,000
5244,Ooi Leng,Lum,643,F130,Start,Sat 6:30:08 AM,0.0 mi,00,00,08,109
5245,Ooi Leng,Lum,643,F130,Antelope Mesa,Sat 7:50:03 AM,7.6 mi,1,20,03,390
5246,Ooi Leng,Lum,643,F130,Bumble Bee,Sat 10:03:49 AM,19.2 mi,3,33,49,509
5247,Ooi Leng,Lum,643,F130,Gloriana Mine,Sat 11:27:18 AM,23.8 mi,4,57,18,979
5248,Ooi Leng,Lum,643,F130,Deep Canyon Ranch,Sat 1:31:31 PM,32.2 mi,7,01,31,039
5249,Ooi Leng,Lum,643,F130,Black Canyon City,Sat 3:06:29 PM,37.7 mi,8,36,29,008
5250,Ooi Leng,Lum,643,F130,Cottonwood Gulch,Sat 5:42:02 PM,45.3 mi,11,12,02,298
5251,Ooi Leng,Lum,643,F130,Table Mesa,Sat 7:06:17 PM,49.4 mi,12,36,17,489
5252,Ooi Leng,Lum,643,F130,Doe Spring,Sat 9:38:46 PM,57.5 mi,15,08,46,618
5253,Ooi Leng,Lum,643,F130,Finish,Sat 10:33:51 PM,62.2 mi,16,03,51,599
5254,Shuyi,Liu,1127,F131,Start,Sat 7:00:18 AM,0.0 mi,00,00,18,969
5255,Shuyi,Liu,1127,F131,Antelope Mesa,Sat 8:24:36 AM,7.6 mi,1,24,36,529
5256,Shuyi,Liu,1127,F131,Bumble Bee,Sat 10:46:29 AM,19.2 mi,3,46,29,510
5257,Shuyi,Liu,1127,F131,Gloriana Mine,Sat 12:05:06 PM,23.8 mi,5,05,06,610
5258,Shuyi,Liu,1127,F131,Deep Canyon Ranch,Sat 2:11:33 PM,32.2 mi,7,11,33,069
5259,Shuyi,Liu,1127,F131,Black Canyon City,Sat 3:38:54 PM,37.7 mi,8,38,54,599
5260,Shuyi,Liu,1127,F131,Cottonwood Gulch,Sat 5:59:16 PM,45.3 mi,10,59,16,559
5261,Shuyi,Liu,1127,F131,Table Mesa,Sat 7:22:19 PM,49.4 mi,12,22,19,718
5262,Shuyi,Liu,1127,F131,Doe Spring,Sat 9:54:26 PM,57.5 mi,14,54,26,849
5263,Shuyi,Liu,1127,F131,Finish,Sat 11:04:42 PM,62.2 mi,16,04,42,538
5264,Carl,Orstad,769,M368,Start,Sat 6:00:23 AM,0.0 mi,00,00,23,839
5265,Carl,Orstad,769,M368,Antelope Mesa,Sat 7:30:18 AM,7.6 mi,1,30,18,779
5266,Carl,Orstad,769,M368,Hidden Treasure,Sat 8:30:46 AM,12.8 mi,2,30,46,619
5267,Carl,Orstad,769,M368,Bumble Bee,Sat 9:53:41 AM,19.2 mi,3,53,41,689
5268,Carl,Orstad,769,M368,Gloriana Mine,Sat 11:03:23 AM,23.8 mi,5,03,23,750
5269,Carl,Orstad,769,M368,Deep Canyon Ranch,Sat 1:09:00 PM,32.2 mi,7,09,00,289
5270,Carl,Orstad,769,M368,Black Canyon City,Sat 2:34:57 PM,37.7 mi,8,34,57,709
5271,Carl,Orstad,769,M368,Cottonwood Gulch,Sat 4:55:22 PM,45.3 mi,10,55,22,669
5272,Carl,Orstad,769,M368,Table Mesa,Sat 6:12:37 PM,49.4 mi,12,12,37,750
5273,Carl,Orstad,769,M368,Doe Spring,Sat 8:55:36 PM,57.5 mi,14,55,36,038
5274,Carl,Orstad,769,M368,Finish,Sat 10:05:35 PM,62.2 mi,16,05,35,059
5275,Jamie,Miller,711,F132,Start,Sat 6:30:36 AM,0.0 mi,00,00,36,049
5276,Jamie,Miller,711,F132,Antelope Mesa,Sat 7:58:27 AM,7.6 mi,1,28,27,350
5277,Jamie,Miller,711,F132,Bumble Bee,Sat 10:18:23 AM,19.2 mi,3,48,23,909
5278,Jamie,Miller,711,F132,Gloriana Mine,Sat 11:26:26 AM,23.8 mi,4,56,26,769
5279,Jamie,Miller,711,F132,Deep Canyon Ranch,Sat 1:37:28 PM,32.2 mi,7,07,28,149
5280,Jamie,Miller,711,F132,Black Canyon City,Sat 3:11:02 PM,37.7 mi,8,41,02,188
5281,Jamie,Miller,711,F132,Cottonwood Gulch,Sat 5:41:52 PM,45.3 mi,11,11,52,298
5282,Jamie,Miller,711,F132,Table Mesa,Sat 7:08:33 PM,49.4 mi,12,38,33,519
5283,Jamie,Miller,711,F132,Doe Spring,Sat 9:33:46 PM,57.5 mi,15,03,46,548
5284,Jamie,Miller,711,F132,Finish,Sat 10:37:00 PM,62.2 mi,16,07,00,339
5285,Leah,Combs,259,F133,Start,Sat 6:30:36 AM,0.0 mi,00,00,36,439
5286,Leah,Combs,259,F133,Antelope Mesa,Sat 7:57:33 AM,7.6 mi,1,27,33,140
5287,Leah,Combs,259,F133,Bumble Bee,Sat 10:15:10 AM,19.2 mi,3,45,10,069
5288,Leah,Combs,259,F133,Gloriana Mine,Sat 11:17:31 AM,23.8 mi,4,47,31,959
5289,Leah,Combs,259,F133,Deep Canyon Ranch,Sat 1:15:38 PM,32.2 mi,6,45,38,639
5290,Leah,Combs,259,F133,Black Canyon City,Sat 3:38:01 PM,37.7 mi,9,08,01,580
5291,Leah,Combs,259,F133,Cottonwood Gulch,Sat 6:01:14 PM,45.3 mi,11,31,14,580
5292,Leah,Combs,259,F133,Table Mesa,Sat 7:20:44 PM,49.4 mi,12,50,44,699
5293,Leah,Combs,259,F133,Doe Spring,Sat 9:46:13 PM,57.5 mi,15,16,13,730
5294,Leah,Combs,259,F133,Finish,Sat 10:37:09 PM,62.2 mi,16,07,09,288
5295,Eric,Warner,1049,M369,Start,Sat 6:30:26 AM,0.0 mi,00,00,26,039
5296,Eric,Warner,1049,M369,Antelope Mesa,Sat 7:56:52 AM,7.6 mi,1,26,52,979
5297,Eric,Warner,1049,M369,Bumble Bee,Sat 10:25:59 AM,19.2 mi,3,55,59,309
5298,Eric,Warner,1049,M369,Gloriana Mine,Sat 11:34:06 AM,23.8 mi,5,04,06,159
5299,Eric,Warner,1049,M369,Deep Canyon Ranch,Sat 1:37:51 PM,32.2 mi,7,07,51,688
5300,Eric,Warner,1049,M369,Black Canyon City,Sat 3:25:25 PM,37.7 mi,8,55,25,399
5301,Eric,Warner,1049,M369,Cottonwood Gulch,Sat 5:52:03 PM,45.3 mi,11,22,03,449
5302,Eric,Warner,1049,M369,Table Mesa,Sat 7:06:00 PM,49.4 mi,12,36,00,478
5303,Eric,Warner,1049,M369,Doe Spring,Sat 9:35:03 PM,57.5 mi,15,05,03,569
5304,Eric,Warner,1049,M369,Finish,Sat 10:37:27 PM,62.2 mi,16,07,27,870
5305,Mara,White,1069,F134,Start,Sat 7:00:27 AM,0.0 mi,00,00,27,079
5306,Mara,White,1069,F134,Antelope Mesa,Sat 8:34:53 AM,7.6 mi,1,34,53,679
5307,Mara,White,1069,F134,Bumble Bee,Sat 11:12:16 AM,19.2 mi,4,12,16,690
5308,Mara,White,1069,F134,Gloriana Mine,Sat 12:29:35 PM,23.8 mi,5,29,35,969
5309,Mara,White,1069,F134,Deep Canyon Ranch,Sat 2:40:43 PM,32.2 mi,7,40,43,450
5310,Mara,White,1069,F134,Black Canyon City,Sat 4:15:33 PM,37.7 mi,9,15,33,419
5311,Mara,White,1069,F134,Cottonwood Gulch,Sat 6:39:52 PM,45.3 mi,11,39,52,688
5312,Mara,White,1069,F134,Table Mesa,Sat 7:57:58 PM,49.4 mi,12,57,58,199
5313,Mara,White,1069,F134,Doe Spring,Sat 10:16:22 PM,57.5 mi,15,16,22,099
5314,Mara,White,1069,F134,Finish,Sat 11:08:01 PM,62.2 mi,16,08,01,898
5315,Kevin,McGrann,689,M370,Start,Sat 7:02:59 AM,0.0 mi,00,02,59,979
5316,Kevin,McGrann,689,M370,Antelope Mesa,Sat 8:35:28 AM,7.6 mi,1,35,28,679
5317,Kevin,McGrann,689,M370,Bumble Bee,Sat 11:13:39 AM,19.2 mi,4,13,39,939
5318,Kevin,McGrann,689,M370,Gloriana Mine,Sat 12:31:19 PM,23.8 mi,5,31,19,989
5319,Kevin,McGrann,689,M370,Deep Canyon Ranch,Sat 2:34:23 PM,32.2 mi,7,34,23,649
5320,Kevin,McGrann,689,M370,Black Canyon City,Sat 4:15:52 PM,37.7 mi,9,15,52,500
5321,Kevin,McGrann,689,M370,Cottonwood Gulch,Sat 6:39:56 PM,45.3 mi,11,39,56,709
5322,Kevin,McGrann,689,M370,Table Mesa,Sat 7:58:16 PM,49.4 mi,12,58,16,199
5323,Kevin,McGrann,689,M370,Doe Spring,Sat 10:16:32 PM,57.5 mi,15,16,32,139
5324,Kevin,McGrann,689,M370,Finish,Sat 11:08:07 PM,62.2 mi,16,08,07,250
5325,Daniel,Gilliam,408,M371,Start,Sat 6:30:20 AM,0.0 mi,00,00,20,199
5326,Daniel,Gilliam,408,M371,Antelope Mesa,Sat 7:53:31 AM,7.6 mi,1,23,31,198
5327,Daniel,Gilliam,408,M371,Bumble Bee,Sat 10:09:59 AM,19.2 mi,3,39,59,170
5328,Daniel,Gilliam,408,M371,Gloriana Mine,Sat 11:29:43 AM,23.8 mi,4,59,43,539
5329,Daniel,Gilliam,408,M371,Deep Canyon Ranch,Sat 1:30:42 PM,32.2 mi,7,00,42,630
5330,Daniel,Gilliam,408,M371,Black Canyon City,Sat 3:17:06 PM,37.7 mi,8,47,06,279
5331,Daniel,Gilliam,408,M371,Table Mesa,Sat 6:52:31 PM,49.4 mi,12,22,31,288
5332,Daniel,Gilliam,408,M371,Doe Spring,Sat 9:48:44 PM,57.5 mi,15,18,44,769
5333,Daniel,Gilliam,408,M371,Finish,Sat 10:38:41 PM,62.2 mi,16,08,41,769
5334,Andrey,Prihodko,819,M372,Start,Sat 6:00:28 AM,0.0 mi,00,00,28,239
5335,Andrey,Prihodko,819,M372,Antelope Mesa,Sat 7:25:05 AM,7.6 mi,1,25,05,699
5336,Andrey,Prihodko,819,M372,Hidden Treasure,Sat 8:26:37 AM,12.8 mi,2,26,37,559
5337,Andrey,Prihodko,819,M372,Bumble Bee,Sat 9:53:45 AM,19.2 mi,3,53,45,078
5338,Andrey,Prihodko,819,M372,Gloriana Mine,Sat 11:03:28 AM,23.8 mi,5,03,28,759
5339,Andrey,Prihodko,819,M372,Deep Canyon Ranch,Sat 1:07:12 PM,32.2 mi,7,07,12,389
5340,Andrey,Prihodko,819,M372,Black Canyon City,Sat 2:43:59 PM,37.7 mi,8,43,59,840
5341,Andrey,Prihodko,819,M372,Cottonwood Gulch,Sat 5:10:14 PM,45.3 mi,11,10,14,889
5342,Andrey,Prihodko,819,M372,Table Mesa,Sat 6:32:23 PM,49.4 mi,12,32,23,038
5343,Andrey,Prihodko,819,M372,Doe Spring,Sat 9:03:18 PM,57.5 mi,15,03,18,760
5344,Andrey,Prihodko,819,M372,Finish,Sat 10:09:07 PM,62.2 mi,16,09,07,980
5345,Steve,Roark,857,M373,Start,Sat 6:30:17 AM,0.0 mi,00,00,17,649
5346,Steve,Roark,857,M373,Antelope Mesa,Sat 8:04:26 AM,7.6 mi,1,34,26,229
5347,Steve,Roark,857,M373,Bumble Bee,Sat 10:39:04 AM,19.2 mi,4,09,04,179
5348,Steve,Roark,857,M373,Gloriana Mine,Sat 11:55:57 AM,23.8 mi,5,25,57,478
5349,Steve,Roark,857,M373,Deep Canyon Ranch,Sat 2:08:32 PM,32.2 mi,7,38,32,548
5350,Steve,Roark,857,M373,Black Canyon City,Sat 4:01:27 PM,37.7 mi,9,31,27,928
5351,Steve,Roark,857,M373,Cottonwood Gulch,Sat 6:26:00 PM,45.3 mi,11,56,00,949
5352,Steve,Roark,857,M373,Table Mesa,Sat 7:42:40 PM,49.4 mi,13,12,40,019
5353,Steve,Roark,857,M373,Doe Spring,Sat 9:52:22 PM,57.5 mi,15,22,22,819
5354,Steve,Roark,857,M373,Finish,Sat 10:39:27 PM,62.2 mi,16,09,27,730
5355,Meghan,Prohaska,822,F135,Start,Sat 7:02:54 AM,0.0 mi,00,02,54,688
5356,Meghan,Prohaska,822,F135,Antelope Mesa,Sat 8:22:19 AM,7.6 mi,1,22,19,488
5357,Meghan,Prohaska,822,F135,Bumble Bee,Sat 10:33:24 AM,19.2 mi,3,33,24,558
5358,Meghan,Prohaska,822,F135,Gloriana Mine,Sat 11:46:25 AM,23.8 mi,4,46,25,338
5359,Meghan,Prohaska,822,F135,Deep Canyon Ranch,Sat 1:51:06 PM,32.2 mi,6,51,06,810
5360,Meghan,Prohaska,822,F135,Black Canyon City,Sat 3:33:26 PM,37.7 mi,8,33,26,519
5361,Meghan,Prohaska,822,F135,Cottonwood Gulch,Sat 6:13:20 PM,45.3 mi,11,13,20,760
5362,Meghan,Prohaska,822,F135,Table Mesa,Sat 7:38:17 PM,49.4 mi,12,38,17,959
5363,Meghan,Prohaska,822,F135,Doe Spring,Sat 10:16:58 PM,57.5 mi,15,16,58,239
5364,Meghan,Prohaska,822,F135,Finish,Sat 11:09:31 PM,62.2 mi,16,09,31,819
5365,Vern,Jaques,523,M374,Start,Sat 6:30:36 AM,0.0 mi,00,00,36,469
5366,Vern,Jaques,523,M374,Antelope Mesa,Sat 8:08:33 AM,7.6 mi,1,38,33,288
5367,Vern,Jaques,523,M374,Bumble Bee,Sat 10:37:24 AM,19.2 mi,4,07,24,129
5368,Vern,Jaques,523,M374,Gloriana Mine,Sat 11:57:08 AM,23.8 mi,5,27,08,490
5369,Vern,Jaques,523,M374,Deep Canyon Ranch,Sat 1:53:12 PM,32.2 mi,7,23,12,859
5370,Vern,Jaques,523,M374,Black Canyon City,Sat 3:28:37 PM,37.7 mi,8,58,37,450
5371,Vern,Jaques,523,M374,Cottonwood Gulch,Sat 5:56:20 PM,45.3 mi,11,26,20,510
5372,Vern,Jaques,523,M374,Table Mesa,Sat 7:18:43 PM,49.4 mi,12,48,43,669
5373,Vern,Jaques,523,M374,Doe Spring,Sat 9:44:13 PM,57.5 mi,15,14,13,699
5374,Vern,Jaques,523,M374,Finish,Sat 10:39:39 PM,62.2 mi,16,09,39,209
5375,Tomasz,Antosiak,124,M375,Start,Sat 6:30:30 AM,0.0 mi,00,00,30,579
5376,Tomasz,Antosiak,124,M375,Antelope Mesa,Sat 8:01:42 AM,7.6 mi,1,31,42,189
5377,Tomasz,Antosiak,124,M375,Bumble Bee,Sat 10:25:53 AM,19.2 mi,3,55,53,520
5378,Tomasz,Antosiak,124,M375,Gloriana Mine,Sat 11:48:58 AM,23.8 mi,5,18,58,368
5379,Tomasz,Antosiak,124,M375,Deep Canyon Ranch,Sat 1:56:15 PM,32.2 mi,7,26,15,609
5380,Tomasz,Antosiak,124,M375,Black Canyon City,Sat 3:36:29 PM,37.7 mi,9,06,29,559
5381,Tomasz,Antosiak,124,M375,Cottonwood Gulch,Sat 5:57:01 PM,45.3 mi,11,27,01,519
5382,Tomasz,Antosiak,124,M375,Table Mesa,Sat 7:15:56 PM,49.4 mi,12,45,56,629
5383,Tomasz,Antosiak,124,M375,Doe Spring,Sat 9:36:42 PM,57.5 mi,15,06,42,589
5384,Tomasz,Antosiak,124,M375,Finish,Sat 10:39:54 PM,62.2 mi,16,09,54,809
5385,Jessica,White,1068,F136,Start,Sat 7:01:31 AM,0.0 mi,00,01,31,039
5386,Jessica,White,1068,F136,Antelope Mesa,Sat 8:24:55 AM,7.6 mi,1,24,55,529
5387,Jessica,White,1068,F136,Bumble Bee,Sat 10:50:26 AM,19.2 mi,3,50,26,639
5388,Jessica,White,1068,F136,Gloriana Mine,Sat 12:12:50 PM,23.8 mi,5,12,50,719
5389,Jessica,White,1068,F136,Deep Canyon Ranch,Sat 2:08:15 PM,32.2 mi,7,08,15,490
5390,Jessica,White,1068,F136,Black Canyon City,Sat 4:03:45 PM,37.7 mi,9,03,45,959
5391,Jessica,White,1068,F136,Cottonwood Gulch,Sat 6:33:41 PM,45.3 mi,11,33,41,250
5392,Jessica,White,1068,F136,Table Mesa,Sat 7:58:12 PM,49.4 mi,12,58,12,199
5393,Jessica,White,1068,F136,Doe Spring,Sat 10:18:23 PM,57.5 mi,15,18,23,160
5394,Jessica,White,1068,F136,Finish,Sat 11:10:12 PM,62.2 mi,16,10,12,868
5395,Svieda,Ma,648,F137,Start,Sat 6:59:47 AM,0.0 mi,00,00,00,000
5396,Svieda,Ma,648,F137,Antelope Mesa,Sat 8:18:35 AM,7.6 mi,1,18,35,439
5397,Svieda,Ma,648,F137,Bumble Bee,Sat 10:40:50 AM,19.2 mi,3,40,50,158
5398,Svieda,Ma,648,F137,Gloriana Mine,Sat 12:07:48 PM,23.8 mi,5,07,48,649
5399,Svieda,Ma,648,F137,Deep Canyon Ranch,Sat 2:17:50 PM,32.2 mi,7,17,50,438
5400,Svieda,Ma,648,F137,Black Canyon City,Sat 3:57:33 PM,37.7 mi,8,57,33,868
5401,Svieda,Ma,648,F137,Cottonwood Gulch,Sat 6:29:03 PM,45.3 mi,11,29,03,989
5402,Svieda,Ma,648,F137,Table Mesa,Sat 7:58:36 PM,49.4 mi,12,58,36,209
5403,Svieda,Ma,648,F137,Doe Spring,Sat 10:20:16 PM,57.5 mi,15,20,16,178
5404,Svieda,Ma,648,F137,Finish,Sat 11:10:52 PM,62.2 mi,16,10,52,949
5405,Cory,Smith,944,M376,Start,Sat 7:00:26 AM,0.0 mi,00,00,26,850
5406,Cory,Smith,944,M376,Antelope Mesa,Sat 8:34:52 AM,7.6 mi,1,34,52,679
5407,Cory,Smith,944,M376,Bumble Bee,Sat 11:10:28 AM,19.2 mi,4,10,28,629
5408,Cory,Smith,944,M376,Gloriana Mine,Sat 12:29:33 PM,23.8 mi,5,29,33,969
5409,Cory,Smith,944,M376,Deep Canyon Ranch,Sat 2:35:38 PM,32.2 mi,7,35,38,789
5410,Cory,Smith,944,M376,Black Canyon City,Sat 4:15:31 PM,37.7 mi,9,15,31,419
5411,Cory,Smith,944,M376,Cottonwood Gulch,Sat 6:39:56 PM,45.3 mi,11,39,56,709
5412,Cory,Smith,944,M376,Table Mesa,Sat 7:58:00 PM,49.4 mi,12,58,00,199
5413,Cory,Smith,944,M376,Doe Spring,Sat 10:16:46 PM,57.5 mi,15,16,46,188
5414,Cory,Smith,944,M376,Finish,Sat 11:11:38 PM,62.2 mi,16,11,38,099
5415,Jennifer,Taylor,988,F138,Start,Sat 7:06:33 AM,0.0 mi,00,06,33,519
5416,Jennifer,Taylor,988,F138,Antelope Mesa,Sat 8:28:06 AM,7.6 mi,1,28,06,579
5417,Jennifer,Taylor,988,F138,Bumble Bee,Sat 10:50:47 AM,19.2 mi,3,50,47,218
5418,Jennifer,Taylor,988,F138,Gloriana Mine,Sat 12:14:59 PM,23.8 mi,5,14,59,750
5419,Jennifer,Taylor,988,F138,Deep Canyon Ranch,Sat 2:18:59 PM,32.2 mi,7,18,59,688
5420,Jennifer,Taylor,988,F138,Black Canyon City,Sat 3:57:19 PM,37.7 mi,8,57,19,869
5421,Jennifer,Taylor,988,F138,Cottonwood Gulch,Sat 6:30:25 PM,45.3 mi,11,30,25,010
5422,Jennifer,Taylor,988,F138,Table Mesa,Sat 7:53:39 PM,49.4 mi,12,53,39,199
5423,Jennifer,Taylor,988,F138,Doe Spring,Sat 10:17:02 PM,57.5 mi,15,17,02,250
5424,Jennifer,Taylor,988,F138,Finish,Sat 11:11:39 PM,62.2 mi,16,11,39,739
5425,Adam,Delu,1145,M377,Start,Sat 6:30:02 AM,0.0 mi,00,00,02,819
5426,Adam,Delu,1145,M377,Antelope Mesa,Sat 7:41:34 AM,7.6 mi,1,11,34,939
5427,Adam,Delu,1145,M377,Hidden Treasure,Sat 8:31:47 AM,12.8 mi,2,01,47,630
5428,Adam,Delu,1145,M377,Bumble Bee,Sat 9:41:50 AM,19.2 mi,3,11,50,359
5429,Adam,Delu,1145,M377,Gloriana Mine,Sat 10:39:13 AM,23.8 mi,4,09,13,399
5430,Adam,Delu,1145,M377,Deep Canyon Ranch,Sat 12:32:23 PM,32.2 mi,6,02,23,219
5431,Adam,Delu,1145,M377,Black Canyon City,Sat 2:03:57 PM,37.7 mi,7,33,57,250
5432,Adam,Delu,1145,M377,Cottonwood Gulch,Sat 4:31:12 PM,45.3 mi,10,01,12,309
5433,Adam,Delu,1145,M377,Table Mesa,Sat 5:54:01 PM,49.4 mi,11,24,01,478
5434,Adam,Delu,1145,M377,Doe Spring,Sat 9:01:25 PM,57.5 mi,14,31,25,309
5435,Adam,Delu,1145,M377,Finish,Sat 10:41:47 PM,62.2 mi,16,11,47,648
5436,Blair,Driver,325,F139,Start,Sat 6:30:11 AM,0.0 mi,00,00,11,039
5437,Blair,Driver,325,F139,Antelope Mesa,Sat 8:01:10 AM,7.6 mi,1,31,10,179
5438,Blair,Driver,325,F139,Bumble Bee,Sat 10:36:53 AM,19.2 mi,4,06,53,759
5439,Blair,Driver,325,F139,Gloriana Mine,Sat 11:44:49 AM,23.8 mi,5,14,49,310
5440,Blair,Driver,325,F139,Deep Canyon Ranch,Sat 1:56:12 PM,32.2 mi,7,26,12,848
5441,Blair,Driver,325,F139,Black Canyon City,Sat 3:36:21 PM,37.7 mi,9,06,21,559
5442,Blair,Driver,325,F139,Cottonwood Gulch,Sat 5:58:09 PM,45.3 mi,11,28,09,538
5443,Blair,Driver,325,F139,Table Mesa,Sat 7:15:08 PM,49.4 mi,12,45,08,618
5444,Blair,Driver,325,F139,Doe Spring,Sat 9:45:53 PM,57.5 mi,15,15,53,728
5445,Blair,Driver,325,F139,Finish,Sat 10:41:53 PM,62.2 mi,16,11,53,889
5446,Alexander,Schwarzbauer,84,M378,Start,Sat 7:00:35 AM,0.0 mi,00,00,35,890
5447,Alexander,Schwarzbauer,84,M378,Antelope Mesa,Sat 8:34:30 AM,7.6 mi,1,34,30,670
5448,Alexander,Schwarzbauer,84,M378,Bumble Bee,Sat 11:09:32 AM,19.2 mi,4,09,32,309
5449,Alexander,Schwarzbauer,84,M378,Gloriana Mine,Sat 12:25:44 PM,23.8 mi,5,25,44,908
5450,Alexander,Schwarzbauer,84,M378,Deep Canyon Ranch,Sat 2:38:37 PM,32.2 mi,7,38,37,899
5451,Alexander,Schwarzbauer,84,M378,Black Canyon City,Sat 4:03:58 PM,37.7 mi,9,03,58,959
5452,Alexander,Schwarzbauer,84,M378,Cottonwood Gulch,Sat 6:31:27 PM,45.3 mi,11,31,27,029
5453,Alexander,Schwarzbauer,84,M378,Table Mesa,Sat 7:51:23 PM,49.4 mi,12,51,23,678
5454,Alexander,Schwarzbauer,84,M378,Doe Spring,Sat 10:16:09 PM,57.5 mi,15,16,09,050
5455,Alexander,Schwarzbauer,84,M378,Finish,Sat 11:12:57 PM,62.2 mi,16,12,57,438
5456,Jill,Hinely,490,F140,Antelope Mesa,Sat 7:16:58 AM,7.6 mi,1,16,58,578
5457,Jill,Hinely,490,F140,Hidden Treasure,Sat 8:09:30 AM,12.8 mi,2,09,30,300
5458,Jill,Hinely,490,F140,Bumble Bee,Sat 9:28:11 AM,19.2 mi,3,28,11,000
5459,Jill,Hinely,490,F140,Gloriana Mine,Sat 10:33:57 AM,23.8 mi,4,33,57,319
5460,Jill,Hinely,490,F140,Deep Canyon Ranch,Sat 12:34:38 PM,32.2 mi,6,34,38,880
5461,Jill,Hinely,490,F140,Black Canyon City,Sat 2:17:37 PM,37.7 mi,8,17,37,450
5462,Jill,Hinely,490,F140,Cottonwood Gulch,Sat 4:52:42 PM,45.3 mi,10,52,42,629
5463,Jill,Hinely,490,F140,Table Mesa,Sat 6:18:26 PM,49.4 mi,12,18,26,838
5464,Jill,Hinely,490,F140,Doe Spring,Sat 9:00:55 PM,57.5 mi,15,00,55,199
5465,Jill,Hinely,490,F140,Finish,Sat 10:14:50 PM,62.2 mi,16,14,50,688
5466,Jonathan,Dawson,52,M379,Start,Sat 6:30:06 AM,0.0 mi,00,00,06,150
5467,Jonathan,Dawson,52,M379,Antelope Mesa,Sat 7:51:26 AM,7.6 mi,1,21,26,719
5468,Jonathan,Dawson,52,M379,Bumble Bee,Sat 10:08:43 AM,19.2 mi,3,38,43,889
5469,Jonathan,Dawson,52,M379,Gloriana Mine,Sat 11:20:36 AM,23.8 mi,4,50,36,008
5470,Jonathan,Dawson,52,M379,Deep Canyon Ranch,Sat 1:22:46 PM,32.2 mi,6,52,46,868
5471,Jonathan,Dawson,52,M379,Black Canyon City,Sat 2:59:11 PM,37.7 mi,8,29,11,310
5472,Jonathan,Dawson,52,M379,Cottonwood Gulch,Sat 5:40:33 PM,45.3 mi,11,10,33,279
5473,Jonathan,Dawson,52,M379,Table Mesa,Sat 7:11:45 PM,49.4 mi,12,41,45,569
5474,Jonathan,Dawson,52,M379,Doe Spring,Sat 9:44:35 PM,57.5 mi,15,14,35,709
5475,Jonathan,Dawson,52,M379,Finish,Sat 10:44:56 PM,62.2 mi,16,14,56,548
5476,Craig,Kunaschk,586,M380,Start,Sat 6:30:16 AM,0.0 mi,00,00,16,820
5477,Craig,Kunaschk,586,M380,Bumble Bee,Sat 10:18:06 AM,19.2 mi,3,48,06,200
5478,Craig,Kunaschk,586,M380,Gloriana Mine,Sat 11:36:32 AM,23.8 mi,5,06,32,188
5479,Craig,Kunaschk,586,M380,Deep Canyon Ranch,Sat 1:44:57 PM,32.2 mi,7,14,57,060
5480,Craig,Kunaschk,586,M380,Black Canyon City,Sat 3:13:50 PM,37.7 mi,8,43,50,228
5481,Craig,Kunaschk,586,M380,Cottonwood Gulch,Sat 5:49:51 PM,45.3 mi,11,19,51,419
5482,Craig,Kunaschk,586,M380,Table Mesa,Sat 7:14:25 PM,49.4 mi,12,44,25,608
5483,Craig,Kunaschk,586,M380,Doe Spring,Sat 9:50:15 PM,57.5 mi,15,20,15,788
5484,Craig,Kunaschk,586,M380,Finish,Sat 10:45:07 PM,62.2 mi,16,15,07,580
5485,Albie,Day,284,M381,Start,Sat 6:30:20 AM,0.0 mi,00,00,20,489
5486,Albie,Day,284,M381,Antelope Mesa,Sat 7:50:33 AM,7.6 mi,1,20,33,509
5487,Albie,Day,284,M381,Hidden Treasure,Sat 8:43:44 AM,12.8 mi,2,13,44,810
5488,Albie,Day,284,M381,Bumble Bee,Sat 10:03:28 AM,19.2 mi,3,33,28,479
5489,Albie,Day,284,M381,Gloriana Mine,Sat 11:24:31 AM,23.8 mi,4,54,31,319
5490,Albie,Day,284,M381,Deep Canyon Ranch,Sat 1:31:51 PM,32.2 mi,7,01,51,500
5491,Albie,Day,284,M381,Black Canyon City,Sat 3:19:29 PM,37.7 mi,8,49,29,309
