,First Name,Last Name,Bib,Gender Pos,Split Name,Time of Day,Distance,Hours,Minutes,Seconds,Milliseconds
2627,Mikaela,Mulhall,734,F68,Bumble Bee,Sat 9:22:38 AM,19.2 mi,3,22,38,228
2628,Mikaela,Mulhall,734,F68,Gloriana Mine,Sat 10:19:55 AM,23.8 mi,4,19,55,959
2629,Mikaela,Mulhall,734,F68,Deep Canyon Ranch,Sat 12:10:45 PM,32.2 mi,6,10,45,060
2630,Mikaela,Mulhall,734,F68,Black Canyon City,Sat 1:26:48 PM,37.7 mi,7,26,48,758
2631,Mikaela,Mulhall,734,F68,Cottonwood Gulch,Sat 3:32:36 PM,45.3 mi,9,32,36,500
2632,Mikaela,Mulhall,734,F68,Table Mesa,Sat 4:37:38 PM,49.4 mi,10,37,38,408
2633,Mikaela,Mulhall,734,F68,Doe Spring,Sat 6:38:53 PM,57.5 mi,12,38,53,459
2634,Mikaela,Mulhall,734,F68,Finish,Sat 7:21:57 PM,62.2 mi,13,21,57,500
2635,David,Rhodes,1130,M179,Start,Sat 6:00:04 AM,0.0 mi,00,00,04,179
2636,David,Rhodes,1130,M179,Antelope Mesa,Sat 7:04:49 AM,7.6 mi,1,04,49,409
2637,David,Rhodes,1130,M179,Hidden Treasure,Sat 7:53:26 AM,12.8 mi,1,53,26,179
2638,David,Rhodes,1130,M179,Bumble Bee,Sat 9:03:21 AM,19.2 mi,3,03,21,578
2639,David,Rhodes,1130,M179,Gloriana Mine,Sat 9:57:32 AM,23.8 mi,3,57,32,840
2640,David,Rhodes,1130,M179,Deep Canyon Ranch,Sat 11:35:02 AM,32.2 mi,5,35,02,958
2641,David,Rhodes,1130,M179,Black Canyon City,Sat 12:46:54 PM,37.7 mi,6,46,54,169
2642,David,Rhodes,1130,M179,Cottonwood Gulch,Sat 2:47:03 PM,45.3 mi,8,47,03,889
2643,David,Rhodes,1130,M179,Table Mesa,Sat 3:58:12 PM,49.4 mi,9,58,12,879
2644,David,Rhodes,1130,M179,Doe Spring,Sat 6:22:36 PM,57.5 mi,12,22,36,898
2645,David,Rhodes,1130,M179,Finish,Sat 7:23:07 PM,62.2 mi,13,23,07,629
2646,Derek,Kindt,566,M180,Start,Sat 6:00:13 AM,0.0 mi,00,00,13,230
2647,Derek,Kindt,566,M180,Antelope Mesa,Sat 7:14:40 AM,7.6 mi,1,14,40,548
2648,Derek,Kindt,566,M180,Hidden Treasure,Sat 8:05:02 AM,12.8 mi,2,05,02,239
2649,Derek,Kindt,566,M180,Bumble Bee,Sat 9:19:30 AM,19.2 mi,3,19,30,699
2650,Derek,Kindt,566,M180,Gloriana Mine,Sat 10:15:54 AM,23.8 mi,4,15,54,020
2651,Derek,Kindt,566,M180,Deep Canyon Ranch,Sat 12:06:14 PM,32.2 mi,6,06,14,560
2652,Derek,Kindt,566,M180,Black Canyon City,Sat 1:24:08 PM,37.7 mi,7,24,08,720
2653,Derek,Kindt,566,M180,Cottonwood Gulch,Sat 3:29:38 PM,45.3 mi,9,29,38,459
2654,Derek,Kindt,566,M180,Table Mesa,Sat 4:34:23 PM,49.4 mi,10,34,23,358
2655,Derek,Kindt,566,M180,Doe Spring,Sat 6:33:59 PM,57.5 mi,12,33,59,319
2656,Derek,Kindt,566,M180,Finish,Sat 7:23:12 PM,62.2 mi,13,23,12,769
2657,Catherine,Vanner,1028,F69,Start,Sat 7:00:02 AM,0.0 mi,00,00,02,660
2658,Catherine,Vanner,1028,F69,Antelope Mesa,Sat 8:14:03 AM,7.6 mi,1,14,03,369
2659,Catherine,Vanner,1028,F69,Bumble Bee,Sat 10:17:22 AM,19.2 mi,3,17,22,609
2660,Catherine,Vanner,1028,F69,Gloriana Mine,Sat 11:17:58 AM,23.8 mi,4,17,58,968
2661,Catherine,Vanner,1028,F69,Deep Canyon Ranch,Sat 12:59:53 PM,32.2 mi,5,59,53,688
2662,Catherine,Vanner,1028,F69,Black Canyon City,Sat 2:25:35 PM,37.7 mi,7,25,35,569
2663,Catherine,Vanner,1028,F69,Cottonwood Gulch,Sat 4:28:31 PM,45.3 mi,9,28,31,269
2664,Catherine,Vanner,1028,F69,Table Mesa,Sat 5:34:50 PM,49.4 mi,10,34,50,199
2665,Catherine,Vanner,1028,F69,Doe Spring,Sat 7:35:09 PM,57.5 mi,12,35,09,910
2666,Catherine,Vanner,1028,F69,Finish,Sat 8:24:02 PM,62.2 mi,13,24,02,968
2667,Courtney,Rouse,870,F70,Start,Sat 6:00:06 AM,0.0 mi,00,00,06,309
2668,Courtney,Rouse,870,F70,Hidden Treasure,Sat 7:35:58 AM,12.8 mi,1,35,58,859
2669,Courtney,Rouse,870,F70,Bumble Bee,Sat 8:32:46 AM,19.2 mi,2,32,46,009
2670,Courtney,Rouse,870,F70,Gloriana Mine,Sat 9:35:15 AM,23.8 mi,3,35,15,509
2671,Courtney,Rouse,870,F70,Deep Canyon Ranch,Sat 11:51:22 AM,32.2 mi,5,51,22,849
2672,Courtney,Rouse,870,F70,Black Canyon City,Sat 1:28:40 PM,37.7 mi,7,28,40,789
2673,Courtney,Rouse,870,F70,Cottonwood Gulch,Sat 3:55:58 PM,45.3 mi,9,55,58,849
2674,Courtney,Rouse,870,F70,Table Mesa,Sat 4:54:36 PM,49.4 mi,10,54,36,658
2675,Courtney,Rouse,870,F70,Doe Spring,Sat 6:41:07 PM,57.5 mi,12,41,07,989
2676,Courtney,Rouse,870,F70,Finish,Sat 7:25:12 PM,62.2 mi,13,25,12,750
2677,Roy,Zhou,1108,M181,Start,Sat 6:00:08 AM,0.0 mi,00,00,08,289
2678,Roy,Zhou,1108,M181,Antelope Mesa,Sat 7:12:50 AM,7.6 mi,1,12,50,520
2679,Roy,Zhou,1108,M181,Hidden Treasure,Sat 8:04:52 AM,12.8 mi,2,04,52,239
2680,Roy,Zhou,1108,M181,Bumble Bee,Sat 9:19:27 AM,19.2 mi,3,19,27,898
2681,Roy,Zhou,1108,M181,Gloriana Mine,Sat 10:13:19 AM,23.8 mi,4,13,19,409
2682,Roy,Zhou,1108,M181,Deep Canyon Ranch,Sat 11:56:35 AM,32.2 mi,5,56,35,240
2683,Roy,Zhou,1108,M181,Black Canyon City,Sat 1:03:35 PM,37.7 mi,7,03,35,419
2684,Roy,Zhou,1108,M181,Cottonwood Gulch,Sat 3:12:04 PM,45.3 mi,9,12,04,199
2685,Roy,Zhou,1108,M181,Table Mesa,Sat 4:23:30 PM,49.4 mi,10,23,30,199
2686,Roy,Zhou,1108,M181,Doe Spring,Sat 6:25:53 PM,57.5 mi,12,25,53,949
2687,Roy,Zhou,1108,M181,Finish,Sat 7:25:22 PM,62.2 mi,13,25,22,760
2688,Gavin,Brown,195,M182,Start,Sat 6:00:07 AM,0.0 mi,00,00,07,610
2689,Gavin,Brown,195,M182,Antelope Mesa,Sat 7:18:17 AM,7.6 mi,1,18,17,600
2690,Gavin,Brown,195,M182,Hidden Treasure,Sat 8:10:02 AM,12.8 mi,2,10,02,310
2691,Gavin,Brown,195,M182,Bumble Bee,Sat 9:29:53 AM,19.2 mi,3,29,53,989
2692,Gavin,Brown,195,M182,Gloriana Mine,Sat 10:31:19 AM,23.8 mi,4,31,19,280
2693,Gavin,Brown,195,M182,Deep Canyon Ranch,Sat 12:13:46 PM,32.2 mi,6,13,46,090
2694,Gavin,Brown,195,M182,Black Canyon City,Sat 1:30:47 PM,37.7 mi,7,30,47,819
2695,Gavin,Brown,195,M182,Cottonwood Gulch,Sat 3:32:53 PM,45.3 mi,9,32,53,508
2696,Gavin,Brown,195,M182,Table Mesa,Sat 4:39:47 PM,49.4 mi,10,39,47,438
2697,Gavin,Brown,195,M182,Doe Spring,Sat 6:41:14 PM,57.5 mi,12,41,14,008
2698,Gavin,Brown,195,M182,Finish,Sat 7:26:17 PM,62.2 mi,13,26,17,480
2699,Fabian,Brunner,197,M183,Start,Sat 6:30:10 AM,0.0 mi,00,00,10,310
2700,Fabian,Brunner,197,M183,Antelope Mesa,Sat 7:36:25 AM,7.6 mi,1,06,25,869
2701,Fabian,Brunner,197,M183,Hidden Treasure,Sat 8:24:56 AM,12.8 mi,1,54,56,529
2702,Fabian,Brunner,197,M183,Bumble Bee,Sat 9:37:38 AM,19.2 mi,3,07,38,950
2703,Fabian,Brunner,197,M183,Gloriana Mine,Sat 10:34:38 AM,23.8 mi,4,04,38,328
2704,Fabian,Brunner,197,M183,Deep Canyon Ranch,Sat 12:11:46 PM,32.2 mi,5,41,46,950
2705,Fabian,Brunner,197,M183,Black Canyon City,Sat 1:32:00 PM,37.7 mi,7,02,00,829
2706,Fabian,Brunner,197,M183,Cottonwood Gulch,Sat 3:40:28 PM,45.3 mi,9,10,28,620
2707,Fabian,Brunner,197,M183,Table Mesa,Sat 4:49:00 PM,49.4 mi,10,19,00,569
2708,Fabian,Brunner,197,M183,Doe Spring,Sat 7:03:38 PM,57.5 mi,12,33,38,449
2709,Fabian,Brunner,197,M183,Finish,Sat 7:56:45 PM,62.2 mi,13,26,45,629
2710,Marc,Gallant,382,M184,Start,Sat 6:30:27 AM,0.0 mi,00,00,27,190
2711,Marc,Gallant,382,M184,Antelope Mesa,Sat 7:44:16 AM,7.6 mi,1,14,16,979
2712,Marc,Gallant,382,M184,Hidden Treasure,Sat 8:32:28 AM,12.8 mi,2,02,28,640
2713,Marc,Gallant,382,M184,Bumble Bee,Sat 9:42:22 AM,19.2 mi,3,12,22,629
2714,Marc,Gallant,382,M184,Gloriana Mine,Sat 10:50:18 AM,23.8 mi,4,20,18,558
2715,Marc,Gallant,382,M184,Deep Canyon Ranch,Sat 12:38:46 PM,32.2 mi,6,08,46,310
2716,Marc,Gallant,382,M184,Black Canyon City,Sat 2:00:33 PM,37.7 mi,7,30,33,200
2717,Marc,Gallant,382,M184,Cottonwood Gulch,Sat 4:18:38 PM,45.3 mi,9,48,38,139
2718,Marc,Gallant,382,M184,Table Mesa,Sat 5:21:01 PM,49.4 mi,10,51,01,040
2719,Marc,Gallant,382,M184,Doe Spring,Sat 7:20:06 PM,57.5 mi,12,50,06,688
2720,Marc,Gallant,382,M184,Finish,Sat 7:56:49 PM,62.2 mi,13,26,49,419
2721,David,Buse,206,M185,Start,Sat 6:30:12 AM,0.0 mi,00,00,12,349
2722,David,Buse,206,M185,Antelope Mesa,Sat 7:45:03 AM,7.6 mi,1,15,03,989
2723,David,Buse,206,M185,Hidden Treasure,Sat 8:38:12 AM,12.8 mi,2,08,12,720
2724,David,Buse,206,M185,Bumble Bee,Sat 9:50:29 AM,19.2 mi,3,20,29,940
2725,David,Buse,206,M185,Gloriana Mine,Sat 10:46:49 AM,23.8 mi,4,16,49,509
2726,David,Buse,206,M185,Deep Canyon Ranch,Sat 12:31:35 PM,32.2 mi,6,01,35,740
2727,David,Buse,206,M185,Black Canyon City,Sat 1:47:34 PM,37.7 mi,7,17,34,298
2728,David,Buse,206,M185,Cottonwood Gulch,Sat 3:59:02 PM,45.3 mi,9,29,02,889
2729,David,Buse,206,M185,Table Mesa,Sat 5:07:23 PM,49.4 mi,10,37,23,838
2730,David,Buse,206,M185,Doe Spring,Sat 7:13:24 PM,57.5 mi,12,43,24,588
2731,David,Buse,206,M185,Finish,Sat 8:00:20 PM,62.2 mi,13,30,20,940
2732,Nathan,Sicher,931,M186,Start,Sat 6:00:06 AM,0.0 mi,00,00,06,750
2733,Nathan,Sicher,931,M186,Antelope Mesa,Sat 7:05:24 AM,7.6 mi,1,05,24,409
2734,Nathan,Sicher,931,M186,Hidden Treasure,Sat 7:50:52 AM,12.8 mi,1,50,52,578
2735,Nathan,Sicher,931,M186,Bumble Bee,Sat 8:53:08 AM,19.2 mi,2,53,08,929
2736,Nathan,Sicher,931,M186,Gloriana Mine,Sat 9:42:42 AM,23.8 mi,3,42,42,619
2737,Nathan,Sicher,931,M186,Deep Canyon Ranch,Sat 11:17:38 AM,32.2 mi,5,17,38,419
2738,Nathan,Sicher,931,M186,Black Canyon City,Sat 12:31:48 PM,37.7 mi,6,31,48,000
2739,Nathan,Sicher,931,M186,Cottonwood Gulch,Sat 2:46:38 PM,45.3 mi,8,46,38,880
2740,Nathan,Sicher,931,M186,Table Mesa,Sat 4:07:26 PM,49.4 mi,10,07,26,010
2741,Nathan,Sicher,931,M186,Doe Spring,Sat 6:28:55 PM,57.5 mi,12,28,55,989
2742,Nathan,Sicher,931,M186,Finish,Sat 7:30:21 PM,62.2 mi,13,30,21,940
2743,Kevin,Bott,180,M187,Start,Sat 6:00:05 AM,0.0 mi,00,00,05,530
2744,Kevin,Bott,180,M187,Antelope Mesa,Sat 6:59:22 AM,7.6 mi,00,59,22,329
2745,Kevin,Bott,180,M187,Hidden Treasure,Sat 7:39:06 AM,12.8 mi,1,39,06,909
2746,Kevin,Bott,180,M187,Bumble Bee,Sat 8:35:29 AM,19.2 mi,2,35,29,519
2747,Kevin,Bott,180,M187,Gloriana Mine,Sat 9:22:31 AM,23.8 mi,3,22,31,328
2748,Kevin,Bott,180,M187,Deep Canyon Ranch,Sat 10:54:17 AM,32.2 mi,4,54,17,509
2749,Kevin,Bott,180,M187,Black Canyon City,Sat 12:09:09 PM,37.7 mi,6,09,09,669
2750,Kevin,Bott,180,M187,Cottonwood Gulch,Sat 2:28:00 PM,45.3 mi,8,28,00,609
2751,Kevin,Bott,180,M187,Table Mesa,Sat 3:51:58 PM,49.4 mi,9,51,58,788
2752,Kevin,Bott,180,M187,Doe Spring,Sat 6:19:31 PM,57.5 mi,12,19,31,849
2753,Kevin,Bott,180,M187,Finish,Sat 7:30:25 PM,62.2 mi,13,30,25,739
2754,Zach,Hill,1126,M188,Start,Sat 6:00:26 AM,0.0 mi,00,00,26,410
2755,Zach,Hill,1126,M188,Hidden Treasure,Sat 8:10:03 AM,12.8 mi,2,10,03,310
2756,Zach,Hill,1126,M188,Bumble Bee,Sat 9:19:04 AM,19.2 mi,3,19,04,009
2757,Zach,Hill,1126,M188,Gloriana Mine,Sat 10:10:42 AM,23.8 mi,4,10,42,030
2758,Zach,Hill,1126,M188,Deep Canyon Ranch,Sat 11:38:24 AM,32.2 mi,5,38,24,649
2759,Zach,Hill,1126,M188,Black Canyon City,Sat 12:43:22 PM,37.7 mi,6,43,22,019
2760,Zach,Hill,1126,M188,Cottonwood Gulch,Sat 2:37:20 PM,45.3 mi,8,37,20,739
2761,Zach,Hill,1126,M188,Table Mesa,Sat 3:41:51 PM,49.4 mi,9,41,51,639
2762,Zach,Hill,1126,M188,Doe Spring,Sat 6:15:54 PM,57.5 mi,12,15,54,798
2763,Zach,Hill,1126,M188,Finish,Sat 7:32:17 PM,62.2 mi,13,32,17,250
2764,Andrew,Steger,961,M189,Start,Sat 6:30:24 AM,0.0 mi,00,00,24,019
2765,Andrew,Steger,961,M189,Antelope Mesa,Sat 7:47:50 AM,7.6 mi,1,17,50,038
2766,Andrew,Steger,961,M189,Hidden Treasure,Sat 8:42:21 AM,12.8 mi,2,12,21,788
2767,Andrew,Steger,961,M189,Bumble Bee,Sat 9:52:12 AM,19.2 mi,3,22,12,009
2768,Andrew,Steger,961,M189,Gloriana Mine,Sat 10:48:20 AM,23.8 mi,4,18,20,530
2769,Andrew,Steger,961,M189,Deep Canyon Ranch,Sat 12:29:06 PM,32.2 mi,5,59,06,159
2770,Andrew,Steger,961,M189,Black Canyon City,Sat 1:47:15 PM,37.7 mi,7,17,15,220
2771,Andrew,Steger,961,M189,Cottonwood Gulch,Sat 3:59:57 PM,45.3 mi,,,,898
2772,Andrew,Steger,961,M189,Table Mesa,Sat 5:10:57 PM,49.4 mi,10,40,57,898
2773,Andrew,Steger,961,M189,Doe Spring,Sat 7:18:01 PM,57.5 mi,12,48,01,660
2774,Andrew,Steger,961,M189,Finish,Sat 8:03:41 PM,62.2 mi,13,33,41,889
2775,Tomio,Oshima,1121,M190,Start,Sat 6:30:14 AM,0.0 mi,00,00,14,650
2776,Tomio,Oshima,1121,M190,Antelope Mesa,Sat 7:43:19 AM,7.6 mi,1,13,19,969
2777,Tomio,Oshima,1121,M190,Hidden Treasure,Sat 8:31:49 AM,12.8 mi,2,01,49,630
2778,Tomio,Oshima,1121,M190,Bumble Bee,Sat 9:37:33 AM,19.2 mi,3,07,33,139
2779,Tomio,Oshima,1121,M190,Gloriana Mine,Sat 10:38:01 AM,23.8 mi,4,08,01,379
2780,Tomio,Oshima,1121,M190,Deep Canyon Ranch,Sat 12:18:11 PM,32.2 mi,5,48,11,810
2781,Tomio,Oshima,1121,M190,Black Canyon City,Sat 1:35:49 PM,37.7 mi,7,05,49,889
2782,Tomio,Oshima,1121,M190,Cottonwood Gulch,Sat 3:45:54 PM,45.3 mi,,,,699
2783,Tomio,Oshima,1121,M190,Table Mesa,Sat 4:51:00 PM,49.4 mi,10,21,00,599
2784,Tomio,Oshima,1121,M190,Doe Spring,Sat 7:07:57 PM,57.5 mi,12,37,57,508
2785,Tomio,Oshima,1121,M190,Finish,Sat 8:03:45 PM,62.2 mi,13,33,45,078
2786,John,Bawden,150,M191,Start,Sat 6:30:14 AM,0.0 mi,00,00,14,650
2787,John,Bawden,150,M191,Antelope Mesa,Sat 7:43:19 AM,7.6 mi,1,13,19,969
2788,John,Bawden,150,M191,Hidden Treasure,Sat 8:31:49 AM,12.8 mi,2,01,49,630
2789,John,Bawden,150,M191,Bumble Bee,Sat 9:37:33 AM,19.2 mi,3,07,33,139
2790,John,Bawden,150,M191,Gloriana Mine,Sat 10:38:01 AM,23.8 mi,4,08,01,379
2791,John,Bawden,150,M191,Deep Canyon Ranch,Sat 12:18:11 PM,32.2 mi,5,48,11,810
2792,John,Bawden,150,M191,Black Canyon City,Sat 1:35:49 PM,37.7 mi,7,05,49,889
2793,John,Bawden,150,M191,Cottonwood Gulch,Sat 3:45:54 PM,45.3 mi,9,15,54,699
2794,John,Bawden,150,M191,Table Mesa,Sat 4:51:00 PM,49.4 mi,10,21,00,599
2795,John,Bawden,150,M191,Doe Spring,Sat 7:07:57 PM,57.5 mi,12,37,57,508
2796,John,Bawden,150,M191,Finish,Sat 8:03:45 PM,62.2 mi,13,33,45,078
2797,Shane,Mathias,675,M192,Start,Sat 6:00:13 AM,0.0 mi,00,00,13,029
2798,Shane,Mathias,675,M192,Antelope Mesa,Sat 7:14:38 AM,7.6 mi,1,14,38,548
2799,Shane,Mathias,675,M192,Hidden Treasure,Sat 8:09:20 AM,12.8 mi,2,09,20,300
2800,Shane,Mathias,675,M192,Bumble Bee,Sat 9:23:39 AM,19.2 mi,3,23,39,289
2801,Shane,Mathias,675,M192,Gloriana Mine,Sat 10:21:15 AM,23.8 mi,4,21,15,269
2802,Shane,Mathias,675,M192,Deep Canyon Ranch,Sat 12:04:56 PM,32.2 mi,6,04,56,419
2803,Shane,Mathias,675,M192,Black Canyon City,Sat 1:26:21 PM,37.7 mi,7,26,21,750
2804,Shane,Mathias,675,M192,Cottonwood Gulch,Sat 3:32:55 PM,45.3 mi,9,32,55,508
2805,Shane,Mathias,675,M192,Table Mesa,Sat 4:39:27 PM,49.4 mi,10,39,27,428
2806,Shane,Mathias,675,M192,Doe Spring,Sat 6:44:08 PM,57.5 mi,12,44,08,160
2807,Shane,Mathias,675,M192,Finish,Sat 7:34:05 PM,62.2 mi,13,34,05,548
2808,Colleen,Sovey,953,F71,Start,Sat 6:30:07 AM,0.0 mi,00,00,07,719
2809,Colleen,Sovey,953,F71,Antelope Mesa,Sat 7:38:23 AM,7.6 mi,1,08,23,899
2810,Colleen,Sovey,953,F71,Hidden Treasure,Sat 8:30:36 AM,12.8 mi,2,00,36,609
2811,Colleen,Sovey,953,F71,Bumble Bee,Sat 9:41:47 AM,19.2 mi,3,11,47,509
2812,Colleen,Sovey,953,F71,Gloriana Mine,Sat 10:39:23 AM,23.8 mi,4,09,23,398
2813,Colleen,Sovey,953,F71,Deep Canyon Ranch,Sat 12:32:39 PM,32.2 mi,6,02,39,118
2814,Colleen,Sovey,953,F71,Black Canyon City,Sat 1:55:56 PM,37.7 mi,7,25,56,250
2815,Colleen,Sovey,953,F71,Cottonwood Gulch,Sat 4:06:09 PM,45.3 mi,9,36,09,000
2816,Colleen,Sovey,953,F71,Table Mesa,Sat 5:14:35 PM,49.4 mi,10,44,35,949
2817,Colleen,Sovey,953,F71,Doe Spring,Sat 7:21:41 PM,57.5 mi,12,51,41,709
2818,Colleen,Sovey,953,F71,Finish,Sat 8:04:28 PM,62.2 mi,13,34,28,660
2819,Kris,Winslett,1143,M193,Start,Sat 6:30:23 AM,0.0 mi,00,00,23,000
2820,Kris,Winslett,1143,M193,Antelope Mesa,Sat 7:50:13 AM,7.6 mi,1,20,13,429
2821,Kris,Winslett,1143,M193,Hidden Treasure,Sat 8:42:52 AM,12.8 mi,2,12,52,788
2822,Kris,Winslett,1143,M193,Bumble Bee,Sat 9:58:59 AM,19.2 mi,3,28,59,789
2823,Kris,Winslett,1143,M193,Gloriana Mine,Sat 10:55:57 AM,23.8 mi,4,25,57,648
2824,Kris,Winslett,1143,M193,Deep Canyon Ranch,Sat 12:37:57 PM,32.2 mi,6,07,57,658
2825,Kris,Winslett,1143,M193,Black Canyon City,Sat 2:03:33 PM,37.7 mi,7,33,33,250
2826,Kris,Winslett,1143,M193,Cottonwood Gulch,Sat 4:08:19 PM,45.3 mi,9,38,19,029
2827,Kris,Winslett,1143,M193,Table Mesa,Sat 5:12:18 PM,49.4 mi,10,42,18,919
2828,Kris,Winslett,1143,M193,Doe Spring,Sat 7:17:19 PM,57.5 mi,12,47,19,648
2829,Kris,Winslett,1143,M193,Finish,Sat 8:05:00 PM,62.2 mi,13,35,00,220
2830,Gordon,Funk,374,M194,Start,Sat 6:30:15 AM,0.0 mi,00,00,15,480
2831,Gordon,Funk,374,M194,Antelope Mesa,Sat 7:43:13 AM,7.6 mi,1,13,13,970
2832,Gordon,Funk,374,M194,Hidden Treasure,Sat 8:31:40 AM,12.8 mi,2,01,40,630
2833,Gordon,Funk,374,M194,Bumble Bee,Sat 9:37:42 AM,19.2 mi,3,07,42,359
2834,Gordon,Funk,374,M194,Gloriana Mine,Sat 10:41:03 AM,23.8 mi,4,11,03,430
2835,Gordon,Funk,374,M194,Deep Canyon Ranch,Sat 12:30:55 PM,32.2 mi,6,00,55,669
2836,Gordon,Funk,374,M194,Black Canyon City,Sat 2:13:07 PM,37.7 mi,7,43,07,388
2837,Gordon,Funk,374,M194,Cottonwood Gulch,Sat 4:10:46 PM,45.3 mi,9,40,46,309
2838,Gordon,Funk,374,M194,Table Mesa,Sat 5:16:22 PM,49.4 mi,10,46,22,980
2839,Gordon,Funk,374,M194,Doe Spring,Sat 7:20:01 PM,57.5 mi,12,50,01,688
2840,Gordon,Funk,374,M194,Finish,Sat 8:06:18 PM,62.2 mi,13,36,18,169
2841,Nick,Romine,867,M195,Start,Sat 6:30:01 AM,0.0 mi,00,00,01,959
2842,Nick,Romine,867,M195,Antelope Mesa,Sat 7:35:37 AM,7.6 mi,1,05,37,858
2843,Nick,Romine,867,M195,Hidden Treasure,Sat 8:22:19 AM,12.8 mi,1,52,19,488
2844,Nick,Romine,867,M195,Bumble Bee,Sat 9:26:25 AM,19.2 mi,2,56,25,609
2845,Nick,Romine,867,M195,Gloriana Mine,Sat 10:24:17 AM,23.8 mi,3,54,17,179
2846,Nick,Romine,867,M195,Deep Canyon Ranch,Sat 12:11:49 PM,32.2 mi,5,41,49,880
2847,Nick,Romine,867,M195,Black Canyon City,Sat 1:32:25 PM,37.7 mi,7,02,25,838
2848,Nick,Romine,867,M195,Cottonwood Gulch,Sat 3:49:52 PM,45.3 mi,9,19,52,758
2849,Nick,Romine,867,M195,Table Mesa,Sat 5:07:38 PM,49.4 mi,10,37,38,849
2850,Nick,Romine,867,M195,Doe Spring,Sat 7:19:38 PM,57.5 mi,12,49,38,678
2851,Nick,Romine,867,M195,Finish,Sat 8:06:35 PM,62.2 mi,13,36,35,559
2852,Giff,Calibo,215,M196,Start,Sat 6:30:24 AM,0.0 mi,00,00,24,370
2853,Giff,Calibo,215,M196,Antelope Mesa,Sat 7:51:11 AM,7.6 mi,1,21,11,659
2854,Giff,Calibo,215,M196,Bumble Bee,Sat 10:06:26 AM,19.2 mi,3,36,26,819
2855,Giff,Calibo,215,M196,Gloriana Mine,Sat 11:12:21 AM,23.8 mi,4,42,21,889
2856,Giff,Calibo,215,M196,Deep Canyon Ranch,Sat 12:59:17 PM,32.2 mi,6,29,17,409
2857,Giff,Calibo,215,M196,Black Canyon City,Sat 2:25:52 PM,37.7 mi,7,55,52,569
2858,Giff,Calibo,215,M196,Table Mesa,Sat 5:32:38 PM,49.4 mi,11,02,38,158
2859,Giff,Calibo,215,M196,Doe Spring,Sat 7:31:12 PM,57.5 mi,13,01,12,849
2860,Giff,Calibo,215,M196,Finish,Sat 8:07:30 PM,62.2 mi,13,37,30,078
2861,Christopher,Batte,147,M197,Start,Sat 6:30:04 AM,0.0 mi,00,00,04,839
2862,Christopher,Batte,147,M197,Antelope Mesa,Sat 7:42:17 AM,7.6 mi,1,12,17,948
2863,Christopher,Batte,147,M197,Hidden Treasure,Sat 8:32:29 AM,12.8 mi,2,02,29,640
2864,Christopher,Batte,147,M197,Bumble Bee,Sat 9:42:37 AM,19.2 mi,3,12,37,889
2865,Christopher,Batte,147,M197,Gloriana Mine,Sat 10:36:51 AM,23.8 mi,4,06,51,369
2866,Christopher,Batte,147,M197,Deep Canyon Ranch,Sat 12:22:17 PM,32.2 mi,5,52,17,759
2867,Christopher,Batte,147,M197,Black Canyon City,Sat 1:56:05 PM,37.7 mi,7,26,05,290
2868,Christopher,Batte,147,M197,Cottonwood Gulch,Sat 3:59:25 PM,45.3 mi,9,29,25,898
2869,Christopher,Batte,147,M197,Table Mesa,Sat 5:14:28 PM,49.4 mi,10,44,28,949
2870,Christopher,Batte,147,M197,Doe Spring,Sat 7:17:23 PM,57.5 mi,12,47,23,648
2871,Christopher,Batte,147,M197,Finish,Sat 8:08:09 PM,62.2 mi,13,38,09,849
2872,Alex,Russell,872,M198,Start,Sat 6:30:31 AM,0.0 mi,00,00,31,899
2873,Alex,Russell,872,M198,Antelope Mesa,Sat 7:43:07 AM,7.6 mi,1,13,07,969
2874,Alex,Russell,872,M198,Hidden Treasure,Sat 8:35:54 AM,12.8 mi,2,05,54,689
2875,Alex,Russell,872,M198,Bumble Bee,Sat 9:47:39 AM,19.2 mi,3,17,39,158
2876,Alex,Russell,872,M198,Gloriana Mine,Sat 10:53:08 AM,23.8 mi,4,23,08,599
2877,Alex,Russell,872,M198,Deep Canyon Ranch,Sat 12:38:46 PM,32.2 mi,6,08,46,240
2878,Alex,Russell,872,M198,Black Canyon City,Sat 1:57:07 PM,37.7 mi,7,27,07,528
2879,Alex,Russell,872,M198,Cottonwood Gulch,Sat 4:08:24 PM,45.3 mi,9,38,24,029
2880,Alex,Russell,872,M198,Table Mesa,Sat 5:20:09 PM,49.4 mi,10,50,09,029
2881,Alex,Russell,872,M198,Doe Spring,Sat 7:25:46 PM,57.5 mi,12,55,46,769
2882,Alex,Russell,872,M198,Finish,Sat 8:09:27 PM,62.2 mi,13,39,27,050
2883,Roland,Pitcairn,809,M199,Start,Sat 6:30:04 AM,0.0 mi,00,00,04,689
2884,Roland,Pitcairn,809,M199,Antelope Mesa,Sat 7:34:12 AM,7.6 mi,1,04,12,838
2885,Roland,Pitcairn,809,M199,Hidden Treasure,Sat 8:19:02 AM,12.8 mi,1,49,02,439
2886,Roland,Pitcairn,809,M199,Bumble Bee,Sat 9:19:07 AM,19.2 mi,2,49,07,388
2887,Roland,Pitcairn,809,M199,Gloriana Mine,Sat 10:09:11 AM,23.8 mi,3,39,11,009
2888,Roland,Pitcairn,809,M199,Deep Canyon Ranch,Sat 11:48:57 AM,32.2 mi,5,18,57,349
